;primary_title;original_title;release_year;duration;genres;rating;num_votes;is_romance;nconst_actor;actor;actor_birth_year;nconst_actress;actress;actress_birth_year;actress_age;actor_age;age_gap;actor_age_bin;actress_age_bin
1101;Georgy Girl;Georgy Girl;1966;99;Comedy,Drama,Romance;6.9;3741.0;TRUE;nm0000051;James Mason;1909;nm0001655;Lynn Redgrave;1943;23;57;34;(55.0, 60.0];(20.0, 25.0]
1107;El Dorado;El Dorado;1966;126;Drama,Romance,Western;7.6;26216.0;TRUE;nm0000078;John Wayne;1907;nm0392392;Charlene Holt;1928;38;59;21;(55.0, 60.0];(35.0, 40.0]
1106;The Fortune Cookie;The Fortune Cookie;1966;125;Comedy,Romance;7.3;13931.0;TRUE;nm0000493;Jack Lemmon;1925;nm0922165;Judi West;1942;24;41;17;(40.0, 45.0];(20.0, 25.0]
1109;The Appaloosa;The Appaloosa;1966;98;Action,Drama,Romance;6.3;3145.0;TRUE;nm0000008;Marlon Brando;1924;nm0173735;Anjanette Comer;1939;27;42;15;(40.0, 45.0];(25.0, 30.0]
1113;Lord Love a Duck;Lord Love a Duck;1966;105;Comedy,Drama,Romance;6.4;1679.0;TRUE;nm0001522;Roddy McDowall;1928;nm0001839;Tuesday Weld;1943;23;38;15;(35.0, 40.0];(20.0, 25.0]
1118;They're a Weird Mob;They're a Weird Mob;1966;112;Adventure,Comedy,Romance;6.5;958.0;TRUE;nm0157067;Walter Chiari;1924;nm0242833;Claire Dunne;1937;29;42;13;(40.0, 45.0];(25.0, 30.0]
1112;You're a Big Boy Now;You're a Big Boy Now;1966;96;Comedy,Drama,Romance;6.1;1698.0;TRUE;nm0001800;Rip Torn;1931;nm0366946;Elizabeth Hartman;1943;23;35;12;(30.0, 35.0];(20.0, 25.0]
1108;Torn Curtain;Torn Curtain;1966;128;Drama,Romance,Thriller;6.6;26416.0;TRUE;nm0000056;Paul Newman;1925;nm0000267;Julie Andrews;1935;31;41;10;(40.0, 45.0];(30.0, 35.0]
1119;Spinout;Spinout;1966;90;Comedy,Musical,Romance;5.9;1935.0;TRUE;nm0000062;Elvis Presley;1935;nm0001193;Shelley Fabares;1944;22;31;9;(30.0, 35.0];(20.0, 25.0]
1105;The Blue Max;The Blue Max;1966;156;Action,Drama,Romance;7.1;6801.0;TRUE;nm0000577;George Peppard;1928;nm0000266;Ursula Andress;1936;30;38;8;(35.0, 40.0];(25.0, 30.0]
1111;The Trap;The Trap;1966;106;Adventure,Drama,Romance;7.2;1974.0;TRUE;nm0001657;Oliver Reed;1938;nm0878240;Rita Tushingham;1942;24;28;4;(25.0, 30.0];(20.0, 25.0]
1100;This Property Is Condemned;This Property Is Condemned;1966;110;Drama,Romance;7.0;5681.0;TRUE;nm0000602;Robert Redford;1936;nm0000081;Natalie Wood;1938;28;30;2;(25.0, 30.0];(25.0, 30.0]
1114;The Family Way;The Family Way;1966;115;Comedy,Drama,Romance;7.3;1579.0;TRUE;nm0071799;Hywel Bennett;1944;nm0001539;Hayley Mills;1946;20;22;2;(20.0, 25.0];(16.0, 20.0]
1117;Three on a Couch;Three on a Couch;1966;109;Comedy,Romance;6.0;1073.0;TRUE;nm0001471;Jerry Lewis;1926;nm0001463;Janet Leigh;1927;39;40;1;(35.0, 40.0];(35.0, 40.0]
1110;Frankie and Johnny;Frankie and Johnny;1966;87;Comedy,Musical,Romance;5.7;2013.0;TRUE;nm0000062;Elvis Presley;1935;nm0468222;Nancy Kovack;1935;31;31;0;(30.0, 35.0];(30.0, 35.0]
1115;A Fine Madness;A Fine Madness;1966;104;Comedy,Drama,Romance;5.7;1383.0;TRUE;nm0000125;Sean Connery;1930;nm0940946;Joanne Woodward;1930;36;36;0;(35.0, 40.0];(35.0, 40.0]
1104;How to Steal a Million;How to Steal a Million;1966;123;Comedy,Crime,Romance;7.6;26733.0;TRUE;nm0000564;Peter O'Toole;1932;nm0000030;Audrey Hepburn;1929;37;34;-3;(30.0, 35.0];(35.0, 40.0]
1103;The Glass Bottom Boat;The Glass Bottom Boat;1966;110;Comedy,Romance;6.5;4598.0;TRUE;nm0001489;Paul Lynde;1926;nm0000013;Doris Day;1922;44;40;-4;(35.0, 40.0];(40.0, 45.0]
1136;Saka ile karisik;Saka ile karisik;1965;100;Comedy,Drama,Romance;7.9;1026.0;TRUE;nm0059982;Aziz Basmaci;1912;nm0015360;Filiz Akin;1943;22;53;31;(50.0, 55.0];(20.0, 25.0]
1126;Darling;Darling;1965;128;Drama,Romance;7.1;6599.0;TRUE;nm0001958;Dirk Bogarde;1921;nm0001046;Julie Christie;1940;25;44;19;(40.0, 45.0];(20.0, 25.0]
1134;Waqt;Waqt;1965;178;Drama,Romance;7.8;1319.0;TRUE;nm0004570;Sunil Dutt;1926;nm0623321;Sadhana Shivdasani;1941;24;39;15;(35.0, 40.0];(20.0, 25.0]
1121;A Thousand Clowns;A Thousand Clowns;1965;118;Comedy,Drama,Romance;7.4;3393.0;TRUE;nm0001673;Jason Robards;1922;nm0364455;Barbara Harris;1935;30;43;13;(40.0, 45.0];(25.0, 30.0]
1128;Cat Ballou;Cat Ballou;1965;97;Comedy,Romance,Western;6.8;14474.0;TRUE;nm0001511;Lee Marvin;1924;nm0000404;Jane Fonda;1937;28;41;13;(40.0, 45.0];(25.0, 30.0]
1137;Harlow;Harlow;1965;125;Biography,Drama,Romance;5.7;910.0;TRUE;nm0000999;Red Buttons;1919;nm0004647;Carroll Baker;1931;34;46;12;(45.0, 50.0];(30.0, 35.0]
1130;Att angöra en brygga;Att angöra en brygga;1965;101;Comedy,Drama,Romance;6.9;2451.0;TRUE;nm0252299;Lars Ekborg;1926;nm0955199;Monica Zetterlund;1937;28;39;11;(35.0, 40.0];(25.0, 30.0]
1123;Inside Daisy Clover;Inside Daisy Clover;1965;128;Drama,Music,Romance;6.2;3692.0;TRUE;nm0001626;Christopher Plummer;1929;nm0000081;Natalie Wood;1938;27;36;9;(35.0, 40.0];(25.0, 30.0]
1131;Girl Happy;Girl Happy;1965;96;Comedy,Musical,Romance;6.4;2354.0;TRUE;nm0000062;Elvis Presley;1935;nm0001193;Shelley Fabares;1944;21;30;9;(25.0, 30.0];(20.0, 25.0]
1124;Pierrot le Fou;Pierrot le Fou;1965;110;Crime,Drama,Romance;7.6;32314.0;TRUE;nm0000901;Jean-Paul Belmondo;1933;nm0439344;Anna Karina;1940;25;32;7;(30.0, 35.0];(20.0, 25.0]
1138;That Funny Feeling;That Funny Feeling;1965;93;Comedy,Romance;6.7;906.0;TRUE;nm0201239;Bobby Darin;1936;nm0000364;Sandra Dee;1942;23;29;6;(25.0, 30.0];(20.0, 25.0]
1135;Mia trelli... trelli oikogeneia;Mia trelli... trelli oikogeneia;1965;105;Comedy,Romance;7.7;1281.0;TRUE;nm0018838;Alekos Alexandrakis;1928;nm0439206;Jenny Karezi;1932;33;37;4;(35.0, 40.0];(30.0, 35.0]
1133;Merveilleuse Angélique;Merveilleuse Angélique;1965;105;Adventure,History,Romance;6.7;1583.0;TRUE;nm0320774;Claude Giraud;1936;nm0580440;Michèle Mercier;1939;26;29;3;(25.0, 30.0];(25.0, 30.0]
1129;Beach Blanket Bingo;Beach Blanket Bingo;1965;98;Comedy,Musical,Romance;5.7;2690.0;TRUE;nm0000811;Frankie Avalon;1940;nm0002088;Annette Funicello;1942;23;25;2;(20.0, 25.0];(20.0, 25.0]
1125;Ship of Fools;Ship of Fools;1965;149;Drama,Romance,War;7.1;5868.0;TRUE;nm0001207;José Ferrer;1912;nm0000046;Vivien Leigh;1913;52;53;1;(50.0, 55.0];(50.0, 55.0]
1122;Viva Maria!;Viva Maria!;1965;120;Adventure,Comedy,Romance;6.4;3651.0;TRUE;nm0001313;George Hamilton;1939;nm0000003;Brigitte Bardot;1934;31;26;-5;(25.0, 30.0];(30.0, 35.0]
1127;A Patch of Blue;A Patch of Blue;1965;105;Drama,Romance;8.0;8182.0;TRUE;nm0001627;Sidney Poitier;1927;nm0001859;Shelley Winters;1920;45;38;-7;(35.0, 40.0];(40.0, 45.0]
1139;Do Not Disturb;Do Not Disturb;1965;102;Comedy,Romance;6.0;1650.0;TRUE;nm0001792;Rod Taylor;1930;nm0000013;Doris Day;1922;43;35;-8;(30.0, 35.0];(40.0, 45.0]
1132;Tickle Me;Tickle Me;1965;90;Comedy,Musical,Romance;5.9;1634.0;TRUE;nm0000062;Elvis Presley;1935;nm0011105;Julie Adams;1926;39;30;-9;(25.0, 30.0];(35.0, 40.0]
1144;Father Goose;Father Goose;1964;118;Adventure,Comedy,Romance;7.4;10733.0;TRUE;nm0000026;Cary Grant;1904;nm0001989;Leslie Caron;1931;33;60;27;(55.0, 60.0];(30.0, 35.0]
1157;Girl with Green Eyes;Girl with Green Eyes;1964;91;Drama,Romance;7.0;1283.0;TRUE;nm0002075;Peter Finch;1916;nm0878240;Rita Tushingham;1942;22;48;26;(45.0, 50.0];(20.0, 25.0]
1148;Kiss Me, Stupid;Kiss Me, Stupid;1964;125;Comedy,Romance;7.0;7752.0;TRUE;nm0001509;Dean Martin;1917;nm0001571;Kim Novak;1933;31;47;16;(45.0, 50.0];(30.0, 35.0]
1151;Carry on Jack;Carry on Jack;1964;91;Adventure,Comedy,Romance;5.9;2230.0;TRUE;nm0931054;Kenneth Williams;1926;nm0005236;Juliet Mills;1941;23;38;15;(35.0, 40.0];(20.0, 25.0]
1140;Man's Favorite Sport?;Man's Favorite Sport?;1964;120;Comedy,Romance;7.2;5223.0;TRUE;nm0001369;Rock Hudson;1925;nm0696038;Paula Prentiss;1938;26;39;13;(35.0, 40.0];(25.0, 30.0]
1153;Invitation to a Gunfighter;Invitation to a Gunfighter;1964;92;Romance,Western;6.3;2024.0;TRUE;nm0000989;Yul Brynner;1920;nm0750023;Janice Rule;1931;33;44;11;(40.0, 45.0];(30.0, 35.0]
1142;What a Way to Go!;What a Way to Go!;1964;111;Comedy,Romance;7.0;4691.0;TRUE;nm0000056;Paul Newman;1925;nm0000511;Shirley MacLaine;1934;30;39;9;(35.0, 40.0];(25.0, 30.0]
1146;Gertrud;Gertrud;1964;116;Drama,Romance;7.4;6062.0;TRUE;nm0745104;Bendt Rothe;1921;nm0672304;Nina Pens Rode;1929;35;43;8;(40.0, 45.0];(30.0, 35.0]
1143;The Americanization of Emily;The Americanization of Emily;1964;115;Comedy,Drama,Romance;7.4;5046.0;TRUE;nm0001258;James Garner;1928;nm0000267;Julie Andrews;1935;29;36;7;(35.0, 40.0];(25.0, 30.0]
1145;Charulata;Charulata;1964;117;Drama,Romance;8.2;6046.0;TRUE;nm0154164;Soumitra Chatterjee;1935;nm0611538;Madhabi Mukherjee;1942;22;29;7;(25.0, 30.0];(20.0, 25.0]
1149;The Yellow Rolls-Royce;The Yellow Rolls-Royce;1964;122;Comedy,Drama,Romance;6.4;3515.0;TRUE;nm0001322;Rex Harrison;1908;nm0000006;Ingrid Bergman;1915;49;56;7;(55.0, 60.0];(45.0, 50.0]
1154;Goodbye Charlie;Goodbye Charlie;1964;116;Comedy,Fantasy,Romance;6.3;1731.0;TRUE;nm0000348;Tony Curtis;1925;nm0001666;Debbie Reynolds;1932;32;39;7;(35.0, 40.0];(30.0, 35.0]
1156;Bikini Beach;Bikini Beach;1964;99;Comedy,Music,Romance;5.5;1483.0;TRUE;nm0000811;Frankie Avalon;1940;nm0002088;Annette Funicello;1942;22;24;2;(20.0, 25.0];(20.0, 25.0]
1158;Pajama Party;Pajama Party;1964;82;Comedy,Musical,Romance;5.0;1158.0;TRUE;nm0456565;Tommy Kirk;1941;nm0002088;Annette Funicello;1942;22;23;1;(20.0, 25.0];(20.0, 25.0]
1141;Sex and the Single Girl;Sex and the Single Girl;1964;110;Comedy,Romance;6.5;4038.0;TRUE;nm0000348;Tony Curtis;1925;nm0000002;Lauren Bacall;1924;40;39;-1;(35.0, 40.0];(35.0, 40.0]
1155;Nothing But a Man;Nothing But a Man;1964;95;Drama,Romance;8.0;1517.0;TRUE;nm0228853;Ivan Dixon;1931;nm0511085;Abbey Lincoln;1930;34;33;-1;(30.0, 35.0];(30.0, 35.0]
1147;Send Me No Flowers;Send Me No Flowers;1964;100;Comedy,Drama,Romance;7.0;6527.0;TRUE;nm0001369;Rock Hudson;1925;nm0000013;Doris Day;1922;42;39;-3;(35.0, 40.0];(40.0, 45.0]
1159;The Carpetbaggers;The Carpetbaggers;1964;150;Drama,Romance;6.5;2218.0;TRUE;nm0000577;George Peppard;1928;nm0405054;Martha Hyer;1924;40;36;-4;(35.0, 40.0];(35.0, 40.0]
1150;The Disorderly Orderly;The Disorderly Orderly;1964;90;Comedy,Romance;6.4;3040.0;TRUE;nm0001471;Jerry Lewis;1926;nm0268225;Glenda Farrell;1904;60;38;-22;(35.0, 40.0];(55.0, 60.0]
1152;Kissin' Cousins;Kissin' Cousins;1964;96;Comedy,Musical,Romance;5.3;2134.0;TRUE;nm0000062;Elvis Presley;1935;nm0268225;Yvonne Craig;1937;60;29;-31;(25.0, 30.0];(55.0, 60.0]
1164;Charade;Charade;1963;113;Comedy,Mystery,Romance;7.9;74364.0;TRUE;nm0000026;Cary Grant;1904;nm0000030;Audrey Hepburn;1929;34;59;25;(55.0, 60.0];(30.0, 35.0]
1165;Donovan's Reef;Donovan's Reef;1963;109;Adventure,Comedy,Romance;6.9;8692.0;TRUE;nm0000078;John Wayne;1907;nm0020490;Elizabeth Allen;1929;34;56;22;(55.0, 60.0];(30.0, 35.0]
1168;The Pink Panther;The Pink Panther;1963;115;Comedy,Crime,Romance;7.1;51097.0;TRUE;nm0000057;David Niven;1910;nm0001010;Capucine;1928;35;53;18;(50.0, 55.0];(30.0, 35.0]
1177;Koroleva benzokolonki;Koroleva benzokolonki;1963;78;Adventure,Comedy,Romance;7.3;1561.0;TRUE;nm0816290;Andrei Sova;1912;nm0750184;Nadezhda Rumyantseva;1930;33;51;18;(50.0, 55.0];(30.0, 35.0]
1175;Under the Yum Yum Tree;Under the Yum Yum Tree;1963;110;Comedy,Romance;6.1;1674.0;TRUE;nm0000493;Jack Lemmon;1925;nm0528595;Carol Lynley;1942;21;38;17;(35.0, 40.0];(20.0, 25.0]
1170;Twice-Told Tales;Twice-Told Tales;1963;120;Horror,Mystery,Romance;6.7;2882.0;TRUE;nm0001637;Vincent Price;1911;nm0307500;Beverly Garland;1926;37;52;15;(50.0, 55.0];(35.0, 40.0]
1172;Beach Party;Beach Party;1963;101;Comedy,Musical,Romance;5.8;2076.0;TRUE;nm0191950;Robert Cummings;1910;nm0540416;Dorothy Malone;1924;39;53;14;(50.0, 55.0];(35.0, 40.0]
1174;Soldier in the Rain;Soldier in the Rain;1963;88;Comedy,Drama,Romance;6.7;1717.0;TRUE;nm0000537;Steve McQueen;1930;nm0001839;Tuesday Weld;1943;20;33;13;(30.0, 35.0];(16.0, 20.0]
1166;The Nutty Professor;The Nutty Professor;1963;107;Comedy,Romance,Sci-Fi;6.7;17817.0;TRUE;nm0001471;Jerry Lewis;1926;nm0001771;Stella Stevens;1938;25;37;12;(35.0, 40.0];(20.0, 25.0]
1167;Irma la Douce;Irma la Douce;1963;147;Comedy,Romance;7.4;18633.0;TRUE;nm0000493;Jack Lemmon;1925;nm0000511;Shirley MacLaine;1934;29;38;9;(35.0, 40.0];(25.0, 30.0]
1171;Carry on Cabby;Carry on Cabby;1963;91;Adventure,Comedy,Romance;6.4;2568.0;TRUE;nm0416228;Sidney James;1913;nm0415150;Hattie Jacques;1922;41;50;9;(45.0, 50.0];(40.0, 45.0]
1161;Love with the Proper Stranger;Love with the Proper Stranger;1963;102;Comedy,Drama,Romance;7.4;4719.0;TRUE;nm0000537;Steve McQueen;1930;nm0000081;Natalie Wood;1938;25;33;8;(30.0, 35.0];(20.0, 25.0]
1169;Sunday in New York;Sunday in New York;1963;105;Comedy,Romance;6.8;2901.0;TRUE;nm0001792;Rod Taylor;1930;nm0000404;Jane Fonda;1937;26;33;7;(30.0, 35.0];(25.0, 30.0]
1178;A New Kind of Love;A New Kind of Love;1963;110;Comedy,Romance;5.9;1407.0;TRUE;nm0000056;Paul Newman;1925;nm0940946;Joanne Woodward;1930;33;38;5;(35.0, 40.0];(30.0, 35.0]
1160;Billy Liar;Billy Liar;1963;98;Comedy,Drama,Romance;7.3;6451.0;TRUE;nm0183822;Tom Courtenay;1937;nm0001046;Julie Christie;1940;23;26;3;(25.0, 30.0];(20.0, 25.0]
1179;It Happened at the World's Fair;It Happened at the World's Fair;1963;105;Comedy,Musical,Romance;6.1;2561.0;TRUE;nm0000062;Elvis Presley;1935;nm0639613;Joan O'Brien;1936;27;28;1;(25.0, 30.0];(25.0, 30.0]
1173;Tri plyus dva;Tri plyus dva;1963;100;Comedy,Romance;7.5;1881.0;TRUE;nm0592490;Andrey Mironov;1941;nm0476402;Natalya Kustinskaya;1938;25;22;-3;(20.0, 25.0];(20.0, 25.0]
1162;The Thrill of It All;The Thrill of It All;1963;108;Comedy,Romance;7.0;5366.0;TRUE;nm0001258;James Garner;1928;nm0000013;Doris Day;1922;41;35;-6;(30.0, 35.0];(40.0, 45.0]
1163;Move Over, Darling;Move Over, Darling;1963;103;Comedy,Romance;7.0;5684.0;TRUE;nm0001258;James Garner;1928;nm0000013;Doris Day;1922;41;35;-6;(30.0, 35.0];(40.0, 45.0]
1176;The Mouse on the Moon;The Mouse on the Moon;1963;82;Comedy,Romance,Sci-Fi;6.4;1649.0;TRUE;nm0600531;Bernard Cribbins;1928;nm0751983;June Ritchie;1941;71;39;-32;(35.0, 40.0];(65.0, 81.0]
1191;Billy Rose's Jumbo;Billy Rose's Jumbo;1962;123;Comedy,Musical,Romance;6.2;1477.0;TRUE;nm0002051;Jimmy Durante;1893;nm0000013;Doris Day;1922;40;69;29;(65.0, 81.0];(35.0, 40.0]
1196;Diamond Head;Diamond Head;1962;107;Drama,Romance;6.0;817.0;TRUE;nm0000032;Charlton Heston;1923;nm0590796;Yvette Mimieux;1942;20;39;19;(35.0, 40.0];(16.0, 20.0]
1188;That Touch of Mink;That Touch of Mink;1962;99;Comedy,Romance;6.7;9605.0;TRUE;nm0000026;Cary Grant;1904;nm0000013;Doris Day;1922;40;58;18;(55.0, 60.0];(35.0, 40.0]
1181;Two for the Seesaw;Two for the Seesaw;1962;119;Drama,Romance;6.7;1751.0;TRUE;nm0000053;Robert Mitchum;1917;nm0000511;Shirley MacLaine;1934;28;45;17;(40.0, 45.0];(25.0, 30.0]
1186;Carry on Cruising;Carry on Cruising;1962;89;Comedy,Romance;6.1;2702.0;TRUE;nm0416228;Sidney James;1913;nm0292187;Liz Fraser;1930;32;49;17;(45.0, 50.0];(30.0, 35.0]
1199;My Geisha;My Geisha;1962;119;Comedy,Drama,Romance;6.5;1450.0;TRUE;nm0598971;Yves Montand;1921;nm0000511;Shirley MacLaine;1934;28;41;13;(40.0, 45.0];(25.0, 30.0]
1184;Lolita;Lolita;1962;153;Crime,Drama,Romance;7.5;98323.0;TRUE;nm0000051;James Mason;1909;nm0001859;Shelley Winters;1920;42;53;11;(50.0, 55.0];(40.0, 45.0]
1193;State Fair;State Fair;1962;118;Musical,Romance;6.0;1209.0;TRUE;nm0004769;Pat Boone;1934;nm0863016;Pamela Tiffin;1942;20;28;8;(25.0, 30.0];(16.0, 20.0]
1194;If a Man Answers;If a Man Answers;1962;102;Comedy,Romance;6.9;1125.0;TRUE;nm0201239;Bobby Darin;1936;nm0000364;Sandra Dee;1942;20;26;6;(25.0, 30.0];(16.0, 20.0]
1197;The Spiral Road;The Spiral Road;1962;139;Adventure,Drama,Romance;6.2;524.0;TRUE;nm0001369;Rock Hudson;1925;nm0001687;Gena Rowlands;1930;32;37;5;(35.0, 40.0];(30.0, 35.0]
1183;A Kind of Loving;A Kind of Loving;1962;113;Drama,Romance;7.3;2066.0;TRUE;nm0000869;Alan Bates;1934;nm0728587;June Ritchie;1938;24;28;4;(25.0, 30.0];(20.0, 25.0]
1198;Half Ticket;Half Ticket;1962;168;Comedy,Musical,Romance;7.3;518.0;TRUE;nm0474822;Kishore Kumar;1929;nm0534870;Madhubala;1933;29;33;4;(30.0, 35.0];(25.0, 30.0]
1185;Follow That Dream;Follow That Dream;1962;109;Comedy,Musical,Romance;6.6;2536.0;TRUE;nm0000062;Elvis Presley;1935;nm0375606;Anne Helm;1938;24;27;3;(25.0, 30.0];(20.0, 25.0]
1195;The Chapman Report;The Chapman Report;1962;125;Drama,Romance;5.5;911.0;TRUE;nm0956544;Efrem Zimbalist Jr.;1918;nm0001859;Shelley Winters;1920;42;44;2;(40.0, 45.0];(40.0, 45.0]
1192;Rome Adventure;Rome Adventure;1962;119;Drama,Romance;6.4;1215.0;TRUE;nm0001148;Troy Donahue;1936;nm0687189;Suzanne Pleshette;1937;25;26;1;(25.0, 30.0];(20.0, 25.0]
1180;Walk on the Wild Side;Walk on the Wild Side;1962;114;Drama,Romance;6.7;2370.0;TRUE;nm0002131;Laurence Harvey;1928;nm0001010;Capucine;1928;34;34;0;(30.0, 35.0];(30.0, 35.0]
1182;The L-Shaped Room;The L-Shaped Room;1962;126;Drama,Romance;7.4;1911.0;TRUE;nm0095641;Anthony Booth;1931;nm0001989;Leslie Caron;1931;31;31;0;(30.0, 35.0];(30.0, 35.0]
1189;Eva;Eva;1962;116;Drama,Romance;6.4;1735.0;TRUE;nm0048939;Stanley Baker;1928;nm0603402;Jeanne Moreau;1928;34;34;0;(30.0, 35.0];(30.0, 35.0]
1187;Sweet Bird of Youth;Sweet Bird of Youth;1962;120;Drama,Romance;7.2;7487.0;TRUE;nm0000056;Paul Newman;1925;nm0656183;Geraldine Page;1924;38;37;-1;(35.0, 40.0];(35.0, 40.0]
1190;Light in the Piazza;Light in the Piazza;1962;102;Drama,Romance;6.9;1670.0;TRUE;nm0001313;George Hamilton;1939;nm0000014;Olivia de Havilland;1916;46;23;-23;(20.0, 25.0];(45.0, 50.0]
1214;Fanny;Fanny;1961;134;Drama,Romance;6.9;2194.0;TRUE;nm0002001;Maurice Chevalier;1888;nm0001989;Leslie Caron;1931;30;73;43;(65.0, 81.0];(25.0, 30.0]
1206;The Misfits;The Misfits;1961;125;Drama,Romance,Western;7.2;20101.0;TRUE;nm0000022;Clark Gable;1901;nm0000054;Marilyn Monroe;1926;35;60;25;(55.0, 60.0];(30.0, 35.0]
1208;The Parent Trap;The Parent Trap;1961;129;Comedy,Family,Romance;7.2;20811.0;TRUE;nm0001417;Brian Keith;1921;nm0001539;Hayley Mills;1946;15;40;25;(35.0, 40.0];(12.0, 16.0]
1216;Bachelor in Paradise;Bachelor in Paradise;1961;109;Comedy,Romance;6.4;1599.0;TRUE;nm0001362;Bob Hope;1903;nm0001805;Lana Turner;1921;40;58;18;(55.0, 60.0];(35.0, 40.0]
1217;The Honeymoon Machine;The Honeymoon Machine;1961;87;Comedy,Romance;6.2;1407.0;TRUE;nm0000537;Steve McQueen;1930;nm0063353;Brigid Bazlen;1944;17;31;14;(30.0, 35.0];(16.0, 20.0]
1219;Flower Drum Song;Flower Drum Song;1961;133;Comedy,Musical,Romance;7.0;2968.0;TRUE;nm0793363;James Shigeta;1929;nm0477088;Nancy Kwan;1939;22;32;10;(30.0, 35.0];(20.0, 25.0]
1210;Paris Blues;Paris Blues;1961;98;Drama,Music,Romance;6.7;3171.0;TRUE;nm0000056;Paul Newman;1925;nm0940946;Joanne Woodward;1930;31;36;5;(35.0, 40.0];(30.0, 35.0]
1218;Gidget Goes Hawaiian;Gidget Goes Hawaiian;1961;101;Comedy,Music,Romance;5.8;1033.0;TRUE;nm0201626;James Darren;1936;nm0909117;Deborah Walley;1941;20;25;5;(20.0, 25.0];(16.0, 20.0]
1203;Lola;Lola;1961;90;Drama,Romance;7.5;6304.0;TRUE;nm0584879;Marc Michel;1929;nm0000733;Anouk Aimée;1932;29;32;3;(30.0, 35.0];(25.0, 30.0]
1201;Come September;Come September;1961;112;Comedy,Romance;7.0;3483.0;TRUE;nm0001369;Rock Hudson;1925;nm0518178;Gina Lollobrigida;1927;34;36;2;(35.0, 40.0];(30.0, 35.0]
1202;The Day the Earth Caught Fire;The Day the Earth Caught Fire;1961;99;Drama,Romance,Sci-Fi;7.2;5036.0;TRUE;nm0431837;Edward Judd;1932;nm0613130;Janet Munro;1934;27;29;2;(25.0, 30.0];(25.0, 30.0]
1204;Breakfast at Tiffany's;Breakfast at Tiffany's;1961;115;Comedy,Drama,Romance;7.6;174957.0;TRUE;nm0000577;George Peppard;1928;nm0000030;Audrey Hepburn;1929;32;33;1;(30.0, 35.0];(30.0, 35.0]
1205;The Children's Hour;The Children's Hour;1961;108;Drama,Romance;7.8;15951.0;TRUE;nm0001258;James Garner;1928;nm0000030;Audrey Hepburn;1929;32;33;1;(30.0, 35.0];(30.0, 35.0]
1207;Splendor in the Grass;Splendor in the Grass;1961;124;Drama,Romance;7.8;20366.0;TRUE;nm0000886;Warren Beatty;1937;nm0000081;Natalie Wood;1938;23;24;1;(20.0, 25.0];(20.0, 25.0]
1209;Night Tide;Night Tide;1961;86;Horror,Romance,Thriller;6.4;3195.0;TRUE;nm0000454;Dennis Hopper;1936;nm0493275;Linda Lawson;1936;25;25;0;(20.0, 25.0];(20.0, 25.0]
1211;The Last Sunset;The Last Sunset;1961;112;Drama,Romance,Western;6.7;3140.0;TRUE;nm0001369;Rock Hudson;1925;nm0540416;Dorothy Malone;1924;37;36;-1;(35.0, 40.0];(35.0, 40.0]
1200;Lover Come Back;Lover Come Back;1961;107;Comedy,Drama,Romance;7.2;7760.0;TRUE;nm0001369;Rock Hudson;1925;nm0000013;Doris Day;1922;39;36;-3;(35.0, 40.0];(35.0, 40.0]
1215;Summer and Smoke;Summer and Smoke;1961;118;Drama,Romance;6.9;1852.0;TRUE;nm0002131;Laurence Harvey;1928;nm0656183;Geraldine Page;1924;37;33;-4;(30.0, 35.0];(35.0, 40.0]
1212;Goodbye Again;Goodbye Again;1961;120;Drama,Romance;7.0;2681.0;TRUE;nm0598971;Yves Montand;1921;nm0000006;Ingrid Bergman;1915;46;40;-6;(35.0, 40.0];(45.0, 50.0]
1213;The Roman Spring of Mrs. Stone;The Roman Spring of Mrs. Stone;1961;103;Drama,Romance;6.5;2629.0;TRUE;nm0000886;Warren Beatty;1937;nm0000046;Vivien Leigh;1913;48;24;-24;(20.0, 25.0];(45.0, 50.0]
1235;The World of Suzie Wong;The World of Suzie Wong;1960;126;Drama,Romance;7.0;2379.0;TRUE;nm0000034;William Holden;1918;nm0477088;Nancy Kwan;1939;21;42;21;(40.0, 45.0];(20.0, 25.0]
1228;The Grass Is Greener;The Grass Is Greener;1960;104;Comedy,Drama,Romance;6.5;5074.0;TRUE;nm0000026;Cary Grant;1904;nm0000039;Deborah Kerr;1921;39;56;17;(55.0, 60.0];(35.0, 40.0]
1236;Strangers When We Meet;Strangers When We Meet;1960;117;Drama,Romance;7.1;2284.0;TRUE;nm0000018;Kirk Douglas;1916;nm0001571;Kim Novak;1933;27;44;17;(40.0, 45.0];(25.0, 30.0]
1226;The Unforgiven;The Unforgiven;1960;125;Drama,Romance,Western;6.7;8028.0;TRUE;nm0000044;Burt Lancaster;1913;nm0000030;Audrey Hepburn;1929;31;47;16;(45.0, 50.0];(30.0, 35.0]
1221;Wild River;Wild River;1960;110;Drama,History,Romance;7.6;5216.0;TRUE;nm0001050;Montgomery Clift;1920;nm0001665;Lee Remick;1935;25;40;15;(35.0, 40.0];(20.0, 25.0]
1224;Please Don't Eat the Daisies;Please Don't Eat the Daisies;1960;112;Comedy,Family,Romance;6.5;4402.0;TRUE;nm0000057;David Niven;1910;nm0000013;Doris Day;1922;38;50;12;(45.0, 50.0];(35.0, 40.0]
